Year,Data Value
2008,12.275886524822695
2009,10.538061465721041
2010,11.9903073286052
2011,10.308983451536642
2012,10.246335697399527
2013,10.786052009456265
2014,9.317375886524824
2015,8.791312056737588
2016,8.334751773049646
2017,8.566903073286053
2018,7.937588652482269
2019,7.714893617021277
2020,6.802364066193854
2021,7.4851063829787226
2022,6.397872340425532
