Year,Data Value
2009,25.895390070921987
2010,32.44113475177305
2011,31.819148936170212
2012,32.9290780141844
2013,30.03900709219858
2014,30.45390070921986
2015,30.915602836879437
2016,32.98297872340426
2017,28.793617021276596
2018,29.925531914893618
2019,29.645390070921987
2020,29.73404255319149
2021,29.73687943262411
2022,33.156028368794324
