Season,Name,Data Value
Winter,Boiler Emissions- Total NOx Emissions,53.791666666666664
Winter,Boiler Emissions- Total PM2.5 Emissions,1.3739583333333334
Winter,Boiler Emissions- Total SO2 Emissions,10.991666666666667
